64996386		A.C.T.H. BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Non commercialisée	
67787559	ACEBUTOLOL CRISTERS 400 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0374008
69461099	ACEBUTOLOL EG 200 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure nationale	Commercialisée	0412678
63874155	ACEBUTOLOL EG 400 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure nationale	Commercialisée	0412677
62736265	ACEBUTOLOL ENIREX 200 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0171048
62015991	ACEBUTOLOL ENIREX 400 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0171049
63410614	ACEBUTOLOL G GAM 200 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0125028
68657967	ACEBUTOLOL G GAM 400 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0125045
62995086	ACEBUTOLOL QUALIMED 200 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0200981
66775098	ACEBUTOLOL QUALIMED 400 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0201460
65521830	ACEBUTOLOL RANBAXY 200 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0288057
67470053	ACEBUTOLOL RANBAXY 400 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0288058
67951019	ACEBUTOLOL RATIOPHARM 200 mg, comprimé enrobé	comprimé enrobé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0240055
62101141	ACEBUTOLOL RATIOPHARM 400 mg, comprimé enrobé	comprimé enrobé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0240056
68935135	ACEBUTOLOL REF 400 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0234180
64304820	ACEBUTOLOL SANDOZ 200 mg, comprimé enrobé	comprimé enrobé	orale	Autorisation active	Procédure nationale	Commercialisée	0441170
67050875	ACEBUTOLOL SANDOZ 400 mg, comprimé enrobé	comprimé enrobé	orale	Autorisation active	Procédure nationale	Commercialisée	0440975
64847741	ACEBUTOLOL TEVA 200 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure nationale	Commercialisée	0435715
62604153	ACEBUTOLOL TEVA 400 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale	Autorisation active	Procédure nationale	Commercialisée	0435716
64713870	ACEBUTOLOL THERAPLIX 200 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
63466246	ACEBUTOLOL THERAPLIX 400 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
67771398	ACEBUTOLOL VIATRIS 200 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure nationale	Commercialisée	0446266
62500717	ACEBUTOLOL VIATRIS 400 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure nationale	Commercialisée	0446267
69877717	ACEBUTOLOL ZENTIVA 200 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure nationale	Non commercialisée	0422894
65842957	ACEBUTOLOL ZENTIVA 400 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure nationale	Non commercialisée	0414217
63406053	ACEBUTOLOL ZENTIVA LP 500 mg, comprimé pelliculé à libération prolongée	comprimé pelliculé à libération prolongée	orale	Autorisation active	Procédure nationale	Non commercialisée	0414218
60477038	ACEBUTOLOL ZYDUS 200 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure nationale	Commercialisée	0413246
63151492	ACEBUTOLOL ZYDUS 400 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure nationale	Commercialisée	0413245
68600724	ACECLOFENAC ACCORD 100 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure nationale	Non commercialisée	0424451
64130871	ACECLOFENAC BIOGARAN 100 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure décentralisée	Commercialisée	0407162
61003712	ACECLOFENAC EG 100 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation abrogée	Procédure décentralisée	Non commercialisée	0230623
64937530	ACECLOFENAC EG LABO 100 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure décentralisée	Commercialisée	0375909
65007843	ACECLOFENAC MYLAN PHARMA 100 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0141304
62650841	ACECLOFENAC QUALIHEALTH 100 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0140785
65319558	ACECLOFENAC QUALIMED 100 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0168345
63092688	ACECLOFENAC VIATRIS 100 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure nationale	Commercialisée	0424634
62645869	ACEMAP 20 mg, comprimé	comprimé	orale	Autorisation active	Procédure décentralisée	Non commercialisée	0411448
67238724	ACETANILIDUM BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
65900339	ACETATE DE CYPROTERONE ARROW 100 mg, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure nationale	Commercialisée	0399365
67552319	ACETATE DE CYPROTERONE ARROW 50 mg, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure nationale	Commercialisée	0438403
60899178	ACETATE DE CYPROTERONE EG 100 mg, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0362030
67588728	ACETATE DE CYPROTERONE EG 50 mg, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0362031
69455160	ACETATE DE CYPROTERONE GNR 50 mg, comprimé	comprimé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
64277191	ACETATE DE CYPROTERONE HAREFIELD PHARMA ASSOCIATES 50 mg, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0214896
61722184	ACETATE DE CYPROTERONE REGIOMEDICA 100 mg, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0227932
65414091	ACETATE DE CYPROTERONE REGIOMEDICA 50 mg, comprimé	comprimé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0227940
65230796	ACETATE DE CYPROTERONE SANDOZ 100 mg, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0356452
60406938	ACETATE DE CYPROTERONE SANDOZ 50 mg, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0355919
67443608	ACETATE DE CYPROTERONE TEVA 100 mg, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0354276
63455260	ACETATE DE CYPROTERONE TEVA 50 mg, comprimé	comprimé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0354275
63054659	ACETATE DE CYPROTERONE/ETHINYLESTRADIOL HAREFIELD 2 mg/0,035 mg, comprimé enrobé	comprimé enrobé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0299959
67463475	ACETATE DE CYPROTERONE/ETHINYLESTRADIOL HAREFIELD PHARMA ASSOCIATES 2 mg/0,035 mg, comprimé enrobé	comprimé enrobé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0299958
62332237	ACETATE DE FLECAINIDE MEDA PHARMA L.P. 50 mg, gélule à libération prolongée	gélule à libération prolongée	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0278557
62599496	ACETATE DE FLECAÏNIDE MEDA PHARMA L.P. 100 mg, gélule à libération prolongée	gélule à libération prolongée	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0278554
66639931	ACETATE DE FLECAÏNIDE MEDA PHARMA L.P. 150 mg, gélule à libération prolongée	gélule à libération prolongée	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0278555
69255829	ACETATE DE FLECAÏNIDE MEDA PHARMA L.P. 200 mg, gélule à libération prolongée	gélule à libération prolongée	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0278553
63302282	ACETATE DE MEDROXYPROGESTERONE UNION INTERPHARMACEUTIQUE ATLANTIQUE 10 mg, comprimé sécable	comprimé sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
69243168	ACETATE DE TERLIPRESSINE EVER PHARMA 0,2 mg/ml, solution injectable	solution injectable	intraveineuse	Autorisation active	Procédure décentralisée	Commercialisée	0430861
69773711	ACETICUM ACIDUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
68976484	ACETICUM ACIDUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
66767379	ACETONUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
63163968	ACETYLCISTEINE HEXAL SANTE 200 mg, granulés pour solution buvable	granulés pour solution buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
68096854	ACETYLCYSTEINE ABBOTT FRANCE 200 mg, poudre pour solution buvable en sachet-dose	poudre pour solution buvable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
61406745	ACETYLCYSTEINE ALPEX 600 mg ADULTES, granulés pour solution buvable	granulés pour solution buvable	orale	Autorisation active	Procédure décentralisée	Commercialisée	0445568
69148542	ACETYLCYSTEINE ARROW 200 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation active	Procédure nationale	Commercialisée	0445438
67882975	ACETYLCYSTEINE ARROW 200 mg, granulés pour solution buvable en sachet	granulés pour solution buvable	orale	Autorisation active	Procédure décentralisée	Non commercialisée	0435679
67718869	ACETYLCYSTEINE ARROW CONSEIL 200 mg, granulés pour solution buvable en sachet	granulés pour solution buvable	orale	Autorisation active	Procédure nationale	Non commercialisée	0445502
69205527	ACETYLCYSTEINE BGR CONSEIL 200 mg SANS SUCRE, poudre pour solution buvable en sachet-dose	poudre pour solution buvable	orale	Autorisation active	Procédure nationale	Commercialisée	0444528
66398010	ACETYLCYSTEINE BIOGARAN CONSEIL 200 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0297256
62784356	ACETYLCYSTEINE BIOGARAN CONSEIL 200 mg, poudre pour solution buvable en sachet	poudre pour solution buvable	orale	Autorisation active	Procédure nationale	Non commercialisée	0308789
67560611	ACETYLCYSTEINE BOUCHARA RECORDATI 200 mg, granulés pour solution buvable en sachet-dose	granulés pour solution buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0171666
68043798	ACETYLCYSTEINE EG 200 mg, poudre pour solution buvable en sachet-dose	poudre pour solution buvable	orale	Autorisation active	Procédure nationale	Commercialisée	0362032
69896678	ACETYLCYSTEINE EG LABO CONSEIL 200 mg SANS SUCRE, poudre pour solution buvable en sachet-dose	poudre pour solution buvable	orale	Autorisation active	Procédure nationale	Commercialisée	0362033
66895699	ACETYLCYSTEINE G GAM 100 mg, granulés pour solution buvable en sachet	granulés pour solution buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
60946585	ACETYLCYSTEINE G GAM 200 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
61827388	ACETYLCYSTEINE G GAM 200 mg, granulés pour solution buvable en sachet	granulés pour solution buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
61456043	ACETYLCYSTEINE HERMES 200 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
68600521	ACETYLCYSTEINE HERMES 200 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
64581618	ACETYLCYSTEINE IBSA 200 mg/8 ml, poudre et sirop pour solution buvable	poudre et  sirop pour solution buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0399442
61362245	ACETYLCYSTEINE MYLAN 200 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0174635
68627447	ACETYLCYSTEINE SANDOZ 100 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
68047088	ACETYLCYSTEINE SANDOZ 100 mg, granulé pour solution buvable en sachet	granulés pour solution buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
66886216	ACETYLCYSTEINE SANDOZ 200 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0172380
67494823	ACETYLCYSTEINE SANDOZ CONSEIL 200 mg, granulés pour solution buvable en sachet-dose	granulés pour solution buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0440983
67423954	ACETYLCYSTEINE TEVA 200 mg, granulés pour solution buvable en sachet-dose	granulés pour solution buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0237740
64566705	ACETYLCYSTEINE TEVA 200 mg, poudre pour suspension buvable en sachet-dose	poudre pour suspension buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
67657188	ACETYLCYSTEINE TEVA CONSEIL 200 mg SANS SUCRE, poudre pour solution buvable en sachet-dose	poudre pour solution buvable	orale	Autorisation active	Procédure nationale	Commercialisée	0410813
63976701	ACETYLCYSTEINE TEVA CONSEIL 200 mg, poudre pour solution buvable en sachet-dose	poudre pour solution buvable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0357492
63829644	ACETYLCYSTEINE UPSA 200 mg, poudre pour solution buvable en sachet	poudre pour solution buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0363428
61141072	ACETYLCYSTEINE UPSAMEDICA 200 mg, poudre pour solution buvable en sachet	poudre pour solution buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0363474
65483582	ACETYLCYSTEINE VIATRIS CONSEIL 200 mg, poudre pour solution buvable en sachet-dose	poudre pour solution buvable	orale	Autorisation active	Procédure nationale	Commercialisée	0386309
66069082	ACETYLCYSTEINE ZENTIVA CONSEIL 200 mg SANS SUCRE, poudre pour solution buvable en sachet	poudre pour solution buvable	orale	Autorisation active	Procédure nationale	Commercialisée	0434716
62887979	ACETYLLEUCINE BIOGARAN 500 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Non commercialisée	0411666
65002586	ACETYLLEUCINE KELLER PHARMA 500 mg, comprimé	comprimé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0201205
65897327	ACETYLLEUCINE TEVA 500 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Non commercialisée	0400875
