Generic Group	Route	Type	Specialty Name	EPI	EAN13
"Groupe générique : IRBESARTAN // HYDROCHLOROTHIAZIDE 150 MG / 12,5 MG COMPRIME PELLICULE"	ORALE	G	"CO VEZAR 150 MG / 12,5 MG COMPRIME PELLICULE Boite de 30"	SYNTHEMEDIC	6118000181125
"Groupe générique : IRBESARTAN // HYDROCHLOROTHIAZIDE 150 MG / 12,5 MG COMPRIME PELLICULE"	ORALE	G	"CO-ARAPRO 150 MG / 12,5 MG COMPRIME PELLICULE BOITE DE 10"	ZENITH PHARMA	6118000331612
"Groupe générique : IRBESARTAN // HYDROCHLOROTHIAZIDE 150 MG / 12,5 MG COMPRIME PELLICULE"	ORALE	G	"CO-ARAPRO 150 MG / 12,5 MG COMPRIME PELLICULE BOITE DE 30"	ZENITH PHARMA	6118000331629
"Groupe générique : IRBESARTAN // HYDROCHLOROTHIAZIDE 150 MG / 12,5 MG COMPRIME PELLICULE"	ORALE	G	"COAVACOR 150 MG / 12,5 MG COMPRIME PELLICULE BOITE DE 30"	POLYMEDIC	6118000121237
"Groupe générique : IRBESARTAN // HYDROCHLOROTHIAZIDE 150 MG / 12,5 MG COMPRIME PELLICULE"	ORALE	G	"CO-ICARD 150 MG / 12,5 MG COMPRIME PELLICULE BOITE DE 14"	COOPER PHARMA	6118000083030
"Groupe générique : IRBESARTAN // HYDROCHLOROTHIAZIDE 150 MG / 12,5 MG COMPRIME PELLICULE"	ORALE	G	"CO-ICARD 150 MG / 12,5 MG COMPRIME PELLICULE BOITE DE 28"	COOPER PHARMA	6118000083047
"Groupe générique : IRBESARTAN // HYDROCHLOROTHIAZIDE 150 MG / 12,5 MG COMPRIME PELLICULE"	ORALE	G	"CO-IRBESAR SUN 150 MG / 12,5 MG COMPRIME PELLICULE BOITE DE 14"	SUN PHARMA	6118000380504
"Groupe générique : IRBESARTAN // HYDROCHLOROTHIAZIDE 150 MG / 12,5 MG COMPRIME PELLICULE"	ORALE	G	"CO-IRBESAR SUN 150 MG / 12,5 MG COMPRIME PELLICULE BOITE DE 28"	SUN PHARMA	6118000380511
"Groupe générique : IRBESARTAN // HYDROCHLOROTHIAZIDE 150 MG / 12,5 MG COMPRIME PELLICULE"	ORALE	G	"CO-IRVEL 150 MG / 12,5 MG COMPRIME PELLICULE BOITE DE 14"	AFRIC PHAR	6118000071969
"Groupe générique : IRBESARTAN // HYDROCHLOROTHIAZIDE 150 MG / 12,5 MG COMPRIME PELLICULE"	ORALE	G	"CO-IRVEL 150 MG / 12,5 MG COMPRIME PELLICULE BOITE DE 28"	AFRIC PHAR	6118000071976
"Groupe générique : IRBESARTAN // HYDROCHLOROTHIAZIDE 150 MG / 12,5 MG COMPRIME PELLICULE"	ORALE	G	"CO-VEPRAN 150 MG / 12,5 MG COMPRIME PELLICULE BOITE DE 14"	SOTHEMA	6118000022886
"Groupe générique : IRBESARTAN // HYDROCHLOROTHIAZIDE 150 MG / 12,5 MG COMPRIME PELLICULE"	ORALE	G	"CO-VEPRAN 150 MG / 12,5 MG COMPRIME PELLICULE BOITE DE 28"	SOTHEMA	6118000022893
"Groupe générique : IRBESARTAN // HYDROCHLOROTHIAZIDE 150 MG / 12,5 MG COMPRIME PELLICULE"	ORALE	G	"IRPHI PLUS 150 MG / 12,5 MG COMPRIME PELLICULE BOITE DE 30"	PHI	6118000051299
"Groupe générique : IRBESARTAN // HYDROCHLOROTHIAZIDE 150 MG / 12,5 MG COMPRIME PELLICULE"	ORALE	G	"NOVORTAN PLUS 150 MG / 12,5 MG COMPRIME PELLICULE BOITE DE 30"	NOVOPHARMA	6118000141242
Groupe générique : IRINOTECAN 20 MG / ML SOLUTION A DILUER POUR PERFUSION	PARENTERALE	G	IRINOTECAN KABI 20 MG / ML SOLUTION À DILUER POUR PERFUSION FLACON DE 2 ML	RIM PHARMA	6118001370108
Groupe générique : IRINOTECAN 20 MG / ML SOLUTION A DILUER POUR PERFUSION	PARENTERALE	G	IRINOTECAN KABI 20 MG / ML SOLUTION À DILUER POUR PERFUSION FLACON DE 5 ML	RIM PHARMA	6118001370115
Groupe générique : IRINOTECAN TRHYDRATE CHLORHYDRATE 100 MG / 5 ML SOLUTION A DILUER POUR PERFUSION	PARENTERALE	G	IMTUS 100 MG / 5 ML SOLUTION À DILUER POUR PERFUSION BOITE D'UN FLACON DE 5 ML	GENERATION SANTE	6118001290116
Groupe générique : IRINOTECAN TRHYDRATE CHLORHYDRATE 100 MG / 5 ML SOLUTION A DILUER POUR PERFUSION	PARENTERALE	G	IRINOTECAN THYMOORGAN 100 MG / 5 ML SOLUTION A DILUER POUR PERFUSION BOITE DE 1 FLACON DE 5 ML	PROMOPHARM	6118001260461
Groupe générique : IRINOTECAN TRHYDRATE CHLORHYDRATE 100 MG / 5 ML SOLUTION A DILUER POUR PERFUSION	PARENTERALE	G	IRINOTECAN ZENITH 100 MG / 5 ML SOLUTION A DILUER POUR PERFUSION BOITE DE 1 FLACON DE 5 ML	ZENITH PHARMA	6118001271887
Groupe générique : ISOFLURANE 1 LIQUIDE POUR INHALATION	RESPIRATOIRE	G	AERRANE LIQUIDE POUR INHALATION FLACON DE 250 ML	AFRIC PHAR	6118001250028
Groupe générique : ISOFLURANE 1 LIQUIDE POUR INHALATION	RESPIRATOIRE	G	ISOFLURANE 1 LIQUIDE POUR INHALATION FLACON DE 250 ML	COOPER PHARMA	6118001101504
Groupe générique : ISOSORBIDE (5-MONONITRATE D') 20 MG COMPRIME	ORALE	G	MONONITRIL 20 MG COMPRIME BOITE DE 20	AFRIC PHAR	6118000070658
Groupe générique : ISOSORBIDE (5-MONONITRATE D') 20 MG COMPRIME	ORALE	G	MONONITRIL 20 MG COMPRIME BOITE DE 60	AFRIC PHAR	6118000070665
Groupe générique : ISOTRETINOINE 10 MG CAPSULE MOLLE	ORALE	G	ACNO 10 MG CAPSULE MOLLE BOITE DE 30	ZENITH PHARMA	6118001270613
Groupe générique : ISOTRETINOINE 10 MG CAPSULE MOLLE	ORALE	G	CURACNE 10 MG CAPSULE MOLLE BOITE DE 30	MAPHAR	6118001180714
Groupe générique : ISOTRETINOINE 10 MG CAPSULE MOLLE	ORALE	G	OROTREX 10 MG CAPSULE MOLLE BOITE DE 30	STERIPHARMA	6118001110179
Groupe générique : ISOTRETINOINE 10 MG CAPSULE MOLLE	ORALE	G	SOTRET 10 MG CAPSULE MOLLE BOITE DE 30	SUN PHARMA	6118001300952
Groupe générique : ISOTRETINOINE 10 MG CAPSULE MOLLE	ORALE	G	TRETACNE 10 MG CAPSULE MOLLE BOITE DE 30	AFRIC PHAR	6118001250745
Groupe générique : ISOTRETINOINE 10 MG CAPSULE MOLLE	ORALE	G	XERACTAN 10 MG CAPSULE MOLLE BOITE DE 30	PROMOPHARM	6118001260973
Groupe générique : IVABRADINE OXALATE 5 MG COMPRIME PELLICULE	ORALE	G	IVACOR 5 MG COMPRIME PELLICULE BOITE DE 28	ZENITH PHARMA	6118001273454
Groupe générique : IVABRADINE OXALATE 5 MG COMPRIME PELLICULE	ORALE	G	IVACOR 5 MG COMPRIME PELLICULE BOITE DE 56	ZENITH PHARMA	6118001273461
"Groupe générique : KETOPROFENE 0,025 GEL"	DERMIQUE	P	"KETUM 0,025 GEL TUBE DE 60 G"	PHI	6118000050100
"Groupe générique : KETOPROFENE 0,025 GEL"	DERMIQUE	P	"PROFENID 0,025 GEL TUBE DE 60 G"	SANOFI AVENTIS MAROC	6118000060550
"Groupe générique : KETOPROFENE 0,025 GEL"	DERMIQUE	G	"FLEXEN 0,025 GEL TUBE DE 20 G"	PHARMA 5	-
"Groupe générique : KETOPROFENE 0,025 GEL"	DERMIQUE	G	"FLEXEN 0,025 GEL TUBE DE 50 G"	PHARMA 5	-
"Groupe générique : KETOPROFENE 0,025 GEL"	DERMIQUE	G	"KETOFLEX 0,025 GEL TUBE DE 20 G"	PHARMED	6118000310075
"Groupe générique : LACTULOSE 0,5 SACHET"	ORALE	G	"TRANSILAC 0,5 SACHET BOITE DE 10"	BOTTU	6118000040828
"Groupe générique : LACTULOSE 0,5 SACHET"	ORALE	G	"TRANSILAC 0,5 SACHET BOITE DE 20"	BOTTU	6118000040835
Groupe générique : LAMIVUDINE // ZIDOVUDINE 150 MG / 300 MG COMPRIME PELLICULE	ORALE	G	AVOCOMB 150 MG / 300 MG COMPRIME PELLICULE BOITE DE 60	SUN PHARMA	6118001300235
Groupe générique : LAMIVUDINE // ZIDOVUDINE 150 MG / 300 MG COMPRIME PELLICULE	ORALE	G	DUOVIR 150 MG / 300 MG COMPRIME PELLICULE BOITE DE 60	COOPER PHARMA	6118001100743
Groupe générique : LAMOTRIGINE 100 MG COMPRIME	ORALE	G	SYNNAX 100 MG COMPRIME BOITE DE 30	COOPER PHARMA	6118001101559
Groupe générique : LAMOTRIGINE 100 MG COMPRIME	ORALE	G	SYNNAX 100 MG COMPRIME BOITE DE 60	COOPER PHARMA	6118001101580
Groupe générique : LANSOPRAZOLE 15 MG GELULE	ORALE	G	LOMET 15 MG GELULE BOITE DE 14	GENPHARMA	6118000130475
Groupe générique : LANSOPRAZOLE 15 MG GELULE	ORALE	G	LOMET 15 MG GELULE BOITE DE 28	GENPHARMA	6118000130482
Groupe générique : LANSOPRAZOLE 15 MG GELULE	ORALE	G	LOMET 15 MG GELULE BOITE DE 7	GENPHARMA	6118000130468
Groupe générique : LATANOPROST 50 µG / ML COLLYRE EN SOLUTION	OPHTALMIQUE	P	"MONOPROST 50 µG / ML COLLYRE EN SOLUTION BOITE DE 6 SACHETS, CHAQUE SACHET RENFERME 5 RECIPIENTS UNIDOSES DE 0,2 ML"	SOTHEMA	6118001072583
Groupe générique : LATANOPROST 50 µG / ML COLLYRE EN SOLUTION	OPHTALMIQUE	G	"ARULATAN 50 µG / ML COLLYRE EN SOLUTION BOITE D'UN FLACON DE 2,5 ML"	ZENITH PHARMA	6118001273232
"Groupe générique : LETROZOLE 2,5 MG COMPRIME PELLICULE"	ORALE	P	"FEMARA 2,5 MG COMPRIME PELLICULE BOITE DE 30"	NOVARTIS PHARMA	6118001030187
"Groupe générique : LETROZOLE 2,5 MG COMPRIME PELLICULE"	ORALE	G	"LETROZOLE GT 2,5 MG COMPRIME PELLICULE BOITE DE 30"	ATLAS PHARM	6118000420040
"Groupe générique : LETROZOLE 2,5 MG COMPRIME PELLICULE"	ORALE	G	"LETROZOLE GT 2,5 MG COMPRIME PELLICULE BOITE DE 60"	ATLAS PHARM	6118000420057
"Groupe générique : LETROZOLE 2,5 MG COMPRIME PELLICULE"	ORALE	G	"LETROZOLE PHARMED 2,5 MG COMPRIME PELLICULE BOITE DE 30"	PHARMED	-
"Groupe générique : LETROZOLE 2,5 MG COMPRIME PELLICULE"	ORALE	G	"LETROZOLE ZENITH 2,5 MG COMPRIME PELLICULE BOITE DE 30"	ZENITH PHARMA	6118001271344
Groupe générique : LEVETIRACETAM 250 MG COMPRIME PELLICULE	ORALE	G	KEPTIL 250 MG COMPRIME PELLICULE BOITE DE 10	MC PHARMA	6118000340843
Groupe générique : LEVETIRACETAM 250 MG COMPRIME PELLICULE	ORALE	G	KEPTIL 250 MG COMPRIME PELLICULE BOITE DE 30	MC PHARMA	6118000340850
Groupe générique : LEVETIRACETAM 250 MG COMPRIME PELLICULE	ORALE	G	KEPTIL 250 MG COMPRIME PELLICULE BOITE DE 60	MC PHARMA	6118000340867
Groupe générique : LEVOFLOXACINE 500 MG COMPRIME PELLICULE	ORALE	P	TAVANIC 500 MG COMPRIME PELLICULE BOITE DE 7	SANOFI AVENTIS MAROC	6118001080830
Groupe générique : LEVOFLOXACINE 500 MG COMPRIME PELLICULE	ORALE	P	TAVANIC 500 MG COMPRIME PELLICULE BOITE DE 5	SANOFI AVENTIS MAROC	6118001080670
Groupe générique : LEVOFLOXACINE 500 MG COMPRIME PELLICULE	ORALE	G	NOVOCINE 500 MG COMPRIME PELLICULE BOITE DE 7	NOVOPHARMA	6118000141174
Groupe générique : LEVOFLOXACINE 500 MG COMPRIME PELLICULE	ORALE	G	NOVOCINE 500 MG COMPRIME PELLICULE BOITE DE 10	NOVOPHARMA	6118000141167
Groupe générique : LEVOFLOXACINE 500 MG COMPRIME PELLICULE	ORALE	G	LOVANIC 500 MG COMPRIME PELLICULE BOITE DE 5	SOTHEMA	6118000022404
Groupe générique : LEVOFLOXACINE 500 MG COMPRIME PELLICULE	ORALE	G	LOVANIC 500 MG COMPRIME PELLICULE BOITE DE 10	SOTHEMA	6118000022398
Groupe générique : LEVOFLOXACINE 500 MG COMPRIME PELLICULE	ORALE	G	LEFLOX PHARMA 5 500 MG COMPRIME PELLICULE Boite de 7	PHARMA 5	6118000095422
Groupe générique : LEVOFLOXACINE 500 MG COMPRIME PELLICULE	ORALE	G	LEFLOX PHARMA 5 500 MG COMPRIME PELLICULE BOITE DE 5	PHARMA 5	6118000095439
Groupe générique : LEVOFLOXACINE 500 MG COMPRIME PELLICULE	ORALE	G	LEFLOX PHARMA 5 500 MG COMPRIME PELLICULE BOITE DE 10	PHARMA 5	6118000095415
Groupe générique : LEVOFLOXACINE 500 MG COMPRIME PELLICULE	ORALE	G	AVAQUIN 500 MG COMPRIME PELLICULE BOITE DE 7	POLYMEDIC	6118000121060
Groupe générique : LEVOFLOXACINE 500 MG COMPRIME PELLICULE	ORALE	G	EVOX 500 MG COMPRIME PELLICULE BOITE DE 10	MC PHARMA	6118000340492
Groupe générique : LEVOFLOXACINE 500 MG COMPRIME PELLICULE	ORALE	G	ERAXIN 500 MG COMPRIME PELLICULE BOITE DE 7	SYNTHEMEDIC	6118000181040
Groupe générique : LEVOFLOXACINE 500 MG COMPRIME PELLICULE	ORALE	G	ERAXIN 500 MG COMPRIME PELLICULE BOITE DE 10	SYNTHEMEDIC	6118000181057
Groupe générique : LEVOFLOXACINE 500 MG COMPRIME PELLICULE	ORALE	G	EFLOXIN 500 MG COMPRIME PELLICULE BOITE DE 7	COOPER PHARMA	6118000082903
Groupe générique : LEVOFLOXACINE 500 MG COMPRIME PELLICULE	ORALE	G	BIOVANIC 500 MG COMPRIME PELLICULE BOITE DE 7	DEVA PHARMACEUTIQUE	6118000410065
Groupe générique : LEVOFLOXACINE 500 MG COMPRIME PELLICULE	ORALE	G	BIOVANIC 500 MG COMPRIME PELLICULE BOITE DE 5	DEVA PHARMACEUTIQUE	6118000410058
Groupe générique : LEVOFLOXACINE 500 MG COMPRIME PELLICULE	ORALE	G	EVOX 500 MG COMPRIME PELLICULE BOITE DE 5	MC PHARMA	6118000340478
Groupe générique : LEVOFLOXACINE 500 MG COMPRIME PELLICULE	ORALE	G	EVOX 500 MG COMPRIME PELLICULE BOITE DE 7	MC PHARMA	6118000340485
"Groupe générique : LEVOMEPROMAZINE 0,04 SOLUTION BUVABLE"	ORALE	G	"LEVOZINE PHARMA 5 0,04 SOLUTION BUVABLE FLACON COMPTE GOUTTES 125 ML"	PHARMA 5	-
"Groupe générique : LEVOMEPROMAZINE 0,04 SOLUTION BUVABLE"	ORALE	G	"LEVOZINE PHARMA 5 0,04 SOLUTION BUVABLE FLACON COMPTE GOUTTES 30 ML"	PHARMA 5	-
"Groupe générique : LEVONORGESTREL 1,5 MG COMPRIME"	ORALE	G	"LEVO 1,5 MG LEVONORGESTREL COMPRIME BOITE UNITAIRE"	GYNEBIO PHARMA	6118001500017
"Groupe générique : LEVONORGESTREL 1,5 MG COMPRIME"	ORALE	G	"NAVELA 1,5 MG COMPRIME BOITE DE 1"	BOTTU	6118001041305
Groupe générique : LOPERAMIDE (CHLORHYDRATE) 2 MG GELULE	ORALE	P	IMODIUM 2 MG GELULE BOITE DE 20	MAPHAR	6118000010845
Groupe générique : LOPERAMIDE (CHLORHYDRATE) 2 MG GELULE	ORALE	G	BLAISHAL 2 MG GELULE BOITE DE 10	PHARMA 5	-
Groupe générique : LOPERAMIDE (CHLORHYDRATE) 2 MG GELULE	ORALE	G	BLAISHAL 2 MG GELULE BOITE DE 20	PHARMA 5	-
Groupe générique : LOPERAMIDE (CHLORHYDRATE) 2 MG GELULE	ORALE	G	LOPERIUM 2 MG GELULE BOITE DE 20	BOTTU	6118000040521
Groupe générique : LORATADINE 10 MG COMPRIME	ORALE	G	CLARTEC 10 MG COMPRIME BOITE DE 10	PHARMA 5	6118000090205
Groupe générique : LORATADINE 10 MG COMPRIME	ORALE	G	CLARTEC 10 MG COMPRIME BOITE DE 15	PHARMA 5	6118000090212
Groupe générique : LORATADINE 10 MG COMPRIME	ORALE	G	CLARTEC 10 MG COMPRIME BOITE DE 30	PHARMA 5	6118000091370
Groupe générique : LORATADINE 10 MG COMPRIME	ORALE	G	HISTANORM 10 MG COMPRIME BOITE DE 15	LAPROPHAN	6118000032441
Groupe générique : LORATADINE 10 MG COMPRIME	ORALE	G	HISTANORM 10 MG COMPRIME BOITE DE 30	LAPROPHAN	6118000032625
Groupe générique : LORATADINE 10 MG COMPRIME	ORALE	G	LORIX 10 MG COMPRIME BOITE DE 15	STERIPHARMA	6118000280279
Groupe générique : LORATADINE 10 MG COMPRIME	ORALE	G	ZIFAR 10 MG COMPRIME BOITE DE 14	GENPHARMA	6118000130147
Groupe générique : LOSARTAN (POTASSIQUE) 100 MG COMPRIME PELLICULE	ORALE	G	ANGINIB 100 MG COMPRIME PELLICULE BOITE DE 30	PHI	6118000051176
Groupe générique : LOSARTAN (POTASSIQUE) 100 MG COMPRIME PELLICULE	ORALE	G	ARADOS 100 MG COMPRIME PELLICULE BOITE DE 30	POLYMEDIC	6118000121329
Groupe générique : LOSARTAN (POTASSIQUE) 100 MG COMPRIME PELLICULE	ORALE	G	ARATENS 100 MG COMPRIME PELLICULE BOITE DE 28	IBERMA	6118000230755
Groupe générique : LOSARTAN (POTASSIQUE) 100 MG COMPRIME PELLICULE	ORALE	G	LOSARTAN GT 100 MG COMPRIME PELLICULE BOITE DE 30	ATLAS PHARM	6118000420132
Groupe générique : LOSARTAN (POTASSIQUE) 100 MG COMPRIME PELLICULE	ORALE	G	MEDZAR 100 MG COMPRIME PELLICULE BOITE DE 30	RIM PHARMA	6118000360155
Groupe générique : LOSARTAN (POTASSIQUE) 100 MG COMPRIME PELLICULE	ORALE	G	PREZAR 100 MG COMPRIME PELLICULE BOITE DE 28	BOTTU	6118000041337
Groupe générique : LOSARTAN (POTASSIQUE) 100 MG COMPRIME PELLICULE	ORALE	G	PREZAR 100 MG COMPRIME PELLICULE BOITE DE 90	BOTTU	6118000041641
Groupe générique : LOSARTAN (POTASSIQUE) 100 MG COMPRIME PELLICULE	ORALE	G	ROSAR 100 MG COMPRIME PELLICULE BOITE DE 28	PHARMIS	6118000400202
Groupe générique : LOSARTAN (POTASSIQUE) 100 MG COMPRIME PELLICULE	ORALE	G	TANZAAR 100 MG COMPRIME PELLICULE BOITE DE 28	AFRIC PHAR	6118000071563
Groupe générique : LOSARTAN // HYDROCHLOROTHIAZIDE 100 MG / 25 MG COMPRIME PELLICULE	ORALE	G	CO-ROSAR 100 MG / 25 MG COMPRIME PELLICULE BOITE DE 28	PHARMIS	6118000400264
Groupe générique : LOSARTAN // HYDROCHLOROTHIAZIDE 100 MG / 25 MG COMPRIME PELLICULE	ORALE	G	CO-TANZAAR 100 MG / 25 MG COMPRIME PELLICULE BOITE DE 14	AFRIC PHAR	6118000071761
Groupe générique : LOSARTAN // HYDROCHLOROTHIAZIDE 100 MG / 25 MG COMPRIME PELLICULE	ORALE	G	CO-TANZAAR 100 MG / 25 MG COMPRIME PELLICULE BOITE DE 28	AFRIC PHAR	6118000071778
Groupe générique : LOSARTAN // HYDROCHLOROTHIAZIDE 100 MG / 25 MG COMPRIME PELLICULE	ORALE	G	DIPREZAR FORT 100 MG / 25 MG COMPRIME PELLICULE BOITE DE 30	BOTTU	6118000041672
Groupe générique : LOSARTAN // HYDROCHLOROTHIAZIDE 100 MG / 25 MG COMPRIME PELLICULE	ORALE	G	DIPREZAR FORT 100 MG / 25 MG COMPRIME PELLICULE BOITE DE 90	BOTTU	6118000041689
Groupe générique : LOSARTAN POTASSIQUE // HYDROCHLOROTHIAZIDE 100 MG / 25 MG COMPRIME ENROBE	ORALE	G	LOSACAR 100 MG / 25 MG COMPRIME ENROBE BOITE DE 14	GENPHARMA	6118000130994
Groupe générique : LOSARTAN POTASSIQUE // HYDROCHLOROTHIAZIDE 100 MG / 25 MG COMPRIME ENROBE	ORALE	G	LOSACAR 100 MG / 25 MG COMPRIME ENROBE BOITE DE 28	GENPHARMA	6118000131007
Groupe générique : MAGNESIUM (GLYCEROPHOSPHATE) // PYRIDOXINE (CHLORHYDRATE) 500 MG / 125 MG SOLUTION BUVABLE	ORALE	P	UVIMAG B6 500 MG / 125 MG SOLUTION BUVABLE 20 AMPOULES DE 10 ML	SOTHEMA	6118000020455
Groupe générique : MAGNESIUM (GLYCEROPHOSPHATE) // PYRIDOXINE (CHLORHYDRATE) 500 MG / 125 MG SOLUTION BUVABLE	ORALE	G	BEMAG 500 MG / 125 MG SOLUTION BUVABLE BOITE DE 20 AMPOULE DE 10 ML	AFRIC PHAR	6118000070146
"Groupe générique : MANNITOL 0,2 SOLUTION INJECTABLE"	PARENTERALE	G	"MANNITOL 0,2 SOLUTION INJECTABLE FLACON DE 250 ML CARTON DE 12"	LAPROPHAN	-
"Groupe générique : MANNITOL 0,2 SOLUTION INJECTABLE"	PARENTERALE	G	"MANNITOL 0,2 SOLUTION INJECTABLE FLACON DE 500 ML CARTON DE 12"	LAPROPHAN	6118000030362
Groupe générique : MEBEVERINE (CHLORHYDRATE) 135 MG COMPRIME PELLICULE	ORALE	G	ICOL 135 MG COMPRIME PELLICULE BOITE DE 30	SUN PHARMACEUTICALS NORTH AFRICA SA	6118000440239
Groupe générique : MEBEVERINE (CHLORHYDRATE) 135 MG COMPRIME PELLICULE	ORALE	G	MEBEVERINE FORTE 135 MG COMPRIME PELLICULE BOITE DE 30	SOTHEMA	6118000020929
Groupe générique : MELOXICAM 15 MG COMPRIME	ORALE	P	MOBIC 15 MG COMPRIME BOITE DE 7	BOTTU	6118000042044
Groupe générique : MELOXICAM 15 MG COMPRIME	ORALE	G	AFLAMIC 15 MG COMPRIME BOITE DE 10	DEVA PHARMACEUTIQUE	6118000410515
Groupe générique : MELOXICAM 15 MG COMPRIME	ORALE	G	AFLAMIC 15 MG COMPRIME BOITE DE 20	DEVA PHARMACEUTIQUE	6118000410522
Groupe générique : MELOXICAM 15 MG COMPRIME	ORALE	G	AFLAMIC 15 MG COMPRIME BOITE DE 30	DEVA PHARMACEUTIQUE	6118000410539
Groupe générique : MELOXICAM 15 MG COMPRIME	ORALE	G	ARTYX 15 MG COMPRIME BOITE DE 10	MC PHARMA	6118000340775
Groupe générique : MELOXICAM 15 MG COMPRIME	ORALE	G	ARTYX 15 MG COMPRIME BOITE DE 20	MC PHARMA	6118000340782
Groupe générique : MELOXICAM 15 MG COMPRIME	ORALE	G	FLAMIX 15 MG COMPRIME BOITE DE 14	AFRIC PHAR	6118000071648
Groupe générique : MELOXICAM 15 MG COMPRIME	ORALE	G	IBERMOX 15 MG COMPRIME BOITE DE 10	IBERMA	6118000230793
Groupe générique : MELOXICAM 15 MG COMPRIME	ORALE	G	IBERMOX 15 MG COMPRIME BOITE DE 20	IBERMA	6118000230809
Groupe générique : MELOXICAM 15 MG COMPRIME	ORALE	G	MELOXAM PROMOPHARM 15 MG COMPRIME BOITE DE 14	PROMOPHARM	6118000242093
Groupe générique : MELOXICAM 15 MG COMPRIME	ORALE	G	MELOXAM PROMOPHARM 15 MG COMPRIME BOITE DE 28	PROMOPHARM	6118000242345
Groupe générique : MELOXICAM 15 MG COMPRIME	ORALE	G	OSMAL 15 MG COMPRIME BOITE DE 15	NOVOPHARMA	6118000141228
Groupe générique : MELOXICAM 15 MG COMPRIME	ORALE	G	ZENOXIA 15 MG COMPRIME BOITE DE 10	ZENITH PHARMA	6118000331285
Groupe générique : MELOXICAM 15 MG COMPRIME	ORALE	G	ZENOXIA 15 MG COMPRIME BOITE DE 20	ZENITH PHARMA	6118000331292
Groupe générique : MEMANTINE 10 MG COMPRIME PELLICULE	ORALE	P	EBIXA 10 MG COMPRIME PELLICULE BOITE DE 28	MAPHAR	6118001184859
Groupe générique : MEMANTINE 10 MG COMPRIME PELLICULE	ORALE	G	MEMANTINE GT 10 MG COMPRIME PELLICULE BOITE DE 28	ATLAS PHARM	6118001380503
Groupe générique : MEROPENEME TRIHYDRATE 1000 MG POUDRE POUR SOLUTION INJECTABLE OU POUR PERFUSION	PARENTERALE	G	ARCHIFAR 1000 MG POUDRE POUR SOLUTION INJECTABLE OU POUR PERFUSION BOITE DE 10 FLACONS	POLYMEDIC	6118001201310
Groupe générique : MEROPENEME TRIHYDRATE 1000 MG POUDRE POUR SOLUTION INJECTABLE OU POUR PERFUSION	PARENTERALE	G	ARCHIFAR 1000 MG POUDRE POUR SOLUTION INJECTABLE OU POUR PERFUSION BOITE D'UN FLACON	POLYMEDIC	-
Groupe générique : METFORMINE 1000 MG COMPRIME PELLICULE	ORALE	G	ACOL 1000 MG COMPRIME PELLICULE BOITE DE 30	PHARMED	6118000311140
Groupe générique : METFORMINE 1000 MG COMPRIME PELLICULE	ORALE	G	ACOL 1000 MG COMPRIME PELLICULE BOITE DE 60	PHARMED	6118000311126
Groupe générique : METFORMINE (CHLORHYDRATE) 1000 MG COMPRIME PELLICULE	ORALE	P	GLUCOPHAGE 1000 MG COMPRIME PELLICULE BOITE DE 30	COOPER PHARMA	6118000081333
Groupe générique : METFORMINE (CHLORHYDRATE) 1000 MG COMPRIME PELLICULE	ORALE	G	ADO 1000 MG COMPRIME PELLICULE BOITE DE 30	PHARMA 5	6118000092445
Groupe générique : METFORMINE (CHLORHYDRATE) 1000 MG COMPRIME PELLICULE	ORALE	G	ADO 1000 MG COMPRIME PELLICULE BOITE DE 60	PHARMA 5	6118000092452
Groupe générique : METFORMINE (CHLORHYDRATE) 1000 MG COMPRIME PELLICULE	ORALE	G	ADO 1000 MG COMPRIME PELLICULE BOITE DE 90	PHARMA 5	6118000092469
Groupe générique : METFORMINE (CHLORHYDRATE) 1000 MG COMPRIME PELLICULE	ORALE	G	DIAFORMINE 1000 MG COMPRIME PELLICULE BOITE DE 30	BOTTU	6118000041283
Groupe générique : METFORMINE (EMBONATE) 700 MG COMPRIME SECABLE	ORALE	G	STAGID 700 MG COMPRIME SECABLE BOITE DE 100	SOTHEMA	6118000021292
Groupe générique : METFORMINE (EMBONATE) 700 MG COMPRIME SECABLE	ORALE	G	STAGID 700 MG COMPRIME SECABLE BOITE DE 30	SOTHEMA	6118000021285
"Groupe générique : METRONIDAZOLE 0,04 SUSPENSION BUVABLE"	ORALE	P	"FLAGYL 0,04 SUSPENSION BUVABLE BOITE D'UN FLACON DE 120 ML"	MAPHAR	6118000060390
"Groupe générique : METRONIDAZOLE 0,04 SUSPENSION BUVABLE"	ORALE	G	"METROZAL 0,04 SUSPENSION BUVABLE FLACON DE 120 ML"	GALENICA	6118000190585
"Groupe générique : MIDAZOLAM 5 MG / ML SOLUTION INJECTABLE (IM,IV, RECTALE)"	PARENTERALE	G	"MIDAZOLAM MYLAN 5 MG / ML SOLUTTION INJECTABLE (IM,IV, RECTALE) BOITE DE 10 FLACON DE 1 ML"	SYNTHEMEDIC	6118001020393
"Groupe générique : MIDAZOLAM 5 MG / ML SOLUTION INJECTABLE (IM,IV, RECTALE)"	PARENTERALE	G	"MIDAZOLAM MYLAN 5 MG / ML SOLUTTION INJECTABLE (IM,IV, RECTALE) BOITE DE 10 FLACON DE 10 ML"	SYNTHEMEDIC	6118001020409
